Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
G5EEG7	G5EEG7	SMU-1	SMU-1	CC4.3	CC4.3	WBGENE00004895	WBGENE00004895	27150041:0067:LC|PDB_5EN6:0114:LC|PDB_5EN8:0114:LC|27150041:0114:LC|27150041:0071:LC|PDB_5EN7:0114:LC
G5EEG7	Q9N4U5	SMU-1	SMU-2	CC4.3	Y49F6B.4	WBGENE00004895	WBGENE00004896	PDB_5EN6:0114:LC|27150041:0114:LC|27150041:0071:LC|PDB_5EN7:0114:LC|27150041:0107:LC|27150041:0096:LC
G5EEG9	P34555	HLH-2	HLH-4	CELE_M05B5.5|M05B5.5	T05G5.2	WBGENE00001949	WBGENE00001951	19632181:0018:LC
G5EEG9	P46581	HLH-2	CND-1	CELE_M05B5.5|M05B5.5	C34E10.7	WBGENE00001949	WBGENE00000561	19632181:0018:LC
G5EEG9	Q09961	HLH-2	HLH-14	CELE_M05B5.5|M05B5.5	C18A3.8	WBGENE00001949	WBGENE00001958	19632181:0018:LC
G5EEG9	Q10007	HLH-2	HLH-6	CELE_M05B5.5|M05B5.5	T15H9.3	WBGENE00001949	WBGENE00001952	19632181:0018:LC
G5EEG9	Q10574	HLH-2	LIN-32	CELE_M05B5.5|M05B5.5	T14F9.5	WBGENE00001949	WBGENE00003018	19632181:0018:LC
G5EEG9	Q11094	HLH-2	HLH-8	CELE_M05B5.5|M05B5.5	C02B8.4	WBGENE00001949	WBGENE00001953	19632181:0018:LC
G5EEG9	Q18590	HLH-2	HLH-15	CELE_M05B5.5|M05B5.5	C43H6.8	WBGENE00001949	WBGENE00001959	19632181:0018:LC
G5EEG9	Q18612	HLH-2	HND-1	CELE_M05B5.5|M05B5.5	C44C10.8	WBGENE00001949	WBGENE00001981	19632181:0018:LC
G5EEG9	Q22717	HLH-2	HLH-3	CELE_M05B5.5|M05B5.5	T24B8.6	WBGENE00001949	WBGENE00001950	19632181:0018:LC
G5EEG9	Q23579	HLH-2	HLH-10	CELE_M05B5.5|M05B5.5	ZK682.4	WBGENE00001949	WBGENE00001954	19632181:0018:LC
G5EEG9	Q95XG7	HLH-2	NGN-1	CELE_M05B5.5|M05B5.5	CELE_Y69A2AR.29|Y69A2AR.29	WBGENE00001949	WBGENE00003595	19632181:0018:LC
G5EEH5	G5EG44	MXL-1	MDL-1	T19B10.11	R03E9.1	WBGENE00003509	WBGENE00003163	9764821:0047:LC|19632181:0018:LC|17826759:0018:LC|31393064:0018:LC
G5EEM0	Q21955	NHR-114	MDT-15	Y45G5AM.1	R12B2.5	WBGENE00003704	WBGENE00007016	20461074:0018:LC
G5EEM6	Q9XTC6	TAP-1	MOM-4	C44H4.5	F52F12.3	WBGENE00006524	WBGENE00003396	14960582:0415:LC|10391246:0018:LC|11323434:0415:LC|11323434:0004:LC|10391246:0004:LC
G5EEN3	Q8STE5	CED-5	CED-12	C02F4.1|CELE_C02F4.1	Y106G6E.5	WBGENE00000419	WBGENE00000426	11703940:0004:LC|11703940:0096:LC|11595183:0018:LC|11703940:0018:LC|11703940:0588:LC
G5EEW7	O45189	ASD-1	SUP-12	CELE_R74.5|R74.5	CELE_T22B2.4|T22B2.4	WBGENE00011279	WBGENE00006321	25132178:0114:LC|25132178:0415:LC|25132178:0077:LC
G5EF02	H2L067	SPN-4	MEX-3	CELE_ZC404.8|ZC404.8	CELE_F53G12.5|F53G12.5	WBGENE00004984	WBGENE00003229	11830574:0018:LC|25445286:0018:LC
G5EF09	Q9XWF5	SPE-41	SPE-38	CELE_K01A11.4|K01A11.4	CELE_Y52B11A.1|Y52B11A.1	WBGENE00004976	WBGENE00013121	22425620:0018:LC|29546388:0018:LC
G5EF15	H2L067	POS-1	MEX-3	CELE_F52E1.1|F52E1.1	CELE_F53G12.5|F53G12.5	WBGENE00004078	WBGENE00003229	12702662:0018:LC|12702662:0004:LC|11830574:0018:LC
G5EF37	Q20334	PAT-10	TNI-1	CELE_F54C1.7|F54C1.7	F42E11.4	WBGENE00003934	WBGENE00006584	17369112:0047:LC|15743415:0047:LC
G5EF37	Q9GYF1	PAT-10	UNC-27	CELE_F54C1.7|F54C1.7	ZK721.2	WBGENE00003934	WBGENE00006764	17369112:0047:LC|15743415:0047:LC
G5EF37	Q9XUN9	PAT-10	TNI-3	CELE_F54C1.7|F54C1.7	T20B3.2	WBGENE00003934	WBGENE00006585	17369112:0047:LC|15743415:0047:LC
G5EF47	G5EF47	SMG-7	SMG-7	CELE_Y73B6A.4|Y73B6A.4	CELE_Y73B6A.4|Y73B6A.4	WBGENE00004885	WBGENE00004885	23348841:0114:LC
G5EF60	G5EF60	STIM-1	STIM-1	Y55B1BM.1	Y55B1BM.1	WBGENE00021910	WBGENE00021910	22451904:0028:LC|31626806:0114:LC|22451904:0114:LC
G5EF96	O61528	UNC-40	UNC-73	T19B4.7	CELE_F55C7.7|F55C7.7	WBGENE00006776	WBGENE00006805	20627078:0004:LC|20627078:0018:LC|17237778:0018:LC
G5EF96	Q9UAQ3	UNC-40	MADD-2	T19B4.7	C39F7.2|CELE_C39F7.2	WBGENE00006776	WBGENE00016539	20627077:0018:LC|20627078:0004:LC|20627078:0018:LC|20627077:0004:LC
G5EFA5	O02219	G5EFA5	AHA-1		C25A1.11		WBGENE00000095	19632181:0018:LC
G5EFD4	G5EFD4	HMT-1	HMT-1	CELE_W09D6.6|W09D6.6	CELE_W09D6.6|W09D6.6	WBGENE00001815	WBGENE00001815	30104978:0004:LC|30104978:0018:LC|20886084:0004:LC|20886084:0415:LC|20886084:0018:LC
G5EFF9	Q22924	EIF-2BDELTA	Q22924	CELE_F11A3.2|F11A3.2	C50E3.5|CELE_C50E3.5	WBGENE00008670	WBGENE00016816	12445390:0018:LC|12445390:0398:LC
G5EFI9	H2KYR1	HUS-1	VIG-1	CELE_H26D21.1|H26D21.1	CELE_F56D12.5|F56D12.5	WBGENE00002042	WBGENE00006924	12445383:0018:LC
G5EFI9	P34522	HUS-1	PROS-1	CELE_H26D21.1|H26D21.1	K12H4.1	WBGENE00002042	WBGENE00000448	12445383:0018:LC
G5EFI9	Q17770	HUS-1	PDI-2	CELE_H26D21.1|H26D21.1	C07A12.4	WBGENE00002042	WBGENE00003963	12445383:0018:LC
G5EFL5	G5EG86	ALP-1	BRC-2	CELE_T11B7.4|T11B7.4	T07E3.5	WBGENE00001132	WBGENE00020316	30110643:0004:LC|30110643:0018:LC
G5EFL9	O02219	CKY-1	AHA-1	C15C8.2|CELE_C15C8.2	C25A1.11	WBGENE00000521	WBGENE00000095	19632181:0018:LC
G5EFM0	Q9NGT3	MDF-1	MDF-2	C50F4.11|CELE_C50F4.11	CELE_Y69A2AR.30|Y69A2AR.30	WBGENE00003160	WBGENE00003161	24567362:0018:LC|10587648:0018:LC|18309291:0006:LC|18309291:0018:LC
G5EFQ5	Q95ZL9	RNT-1	BRO-1	B0414.2|CELE_B0414.2	CELE_F56A3.5|F56A3.5	WBGENE00004393	WBGENE00000272	17206850:0047:LC|17933794:0415:LC
G5EFV3	O02217	RSA-2	RSA-1	Y48A6B.11	C25A1.9	WBGENE00012972	WBGENE00007710	17218259:0007:LC|17218259:0018:LC|17218259:0004:LC|17218259:0006:LC
G5EFV3	P91349	RSA-2	SPD-5	Y48A6B.11	F56A3.4	WBGENE00012972	WBGENE00004955	17218259:0018:LC
G5EFV8	O01839	VPS-52	VPS-51	F08C6.3	B0414.8	WBGENE00007059	WBGENE00015176	21613545:0018:LC
G5EFY4	Q19849	EGL-46	EGL-44	CELE_K11G9.4|K11G9.4	F28B12.2	WBGENE00001210	WBGENE00001208	23946438:0018:LC|30291162:0018:LC|23946438:0004:LC
G5EFZ1	G5EFZ1	IPGM-1	IPGM-1	F57B10.3	F57B10.3	WBGENE00019001	WBGENE00019001	33812994:0114:LC|28368002:0114:LC
G5EG39	Q17389	SKR-10	CUL-1	CELE_Y105C5B.13|Y105C5B.13	D2045.6	WBGENE00004816	WBGENE00000836	11864567:0018:LC|11864566:0004:LC|11864566:0018:LC
G5EG62	G5EG62	UNC-45	UNC-45	CELE_F30H5.1|F30H5.1	CELE_F30H5.1|F30H5.1	WBGENE00006781	WBGENE00006781	31636255:0114:LC|23332754:0114:LC
G5EG62	P09446	UNC-45	HSP-1	CELE_F30H5.1|F30H5.1	F26D10.3	WBGENE00006781	WBGENE00002005	23332754:0065:LC|23332754:0071:LC|23332754:0114:LC|23332754:0096:LC
G5EG62	Q09349	UNC-45	UFD-2	CELE_F30H5.1|F30H5.1	T05H10.5	WBGENE00006781	WBGENE00006734	29396393:0415:LC|17369820:0004:LC|17369820:0018:LC
G5EG86	Q95Q25	BRC-2	RAD-51	T07E3.5	CELE_Y43C5A.6|Y43C5A.6	WBGENE00020316	WBGENE00004297	15798199:0018:LC|17483448:0018:LC|17483448:0096:LC|16843491:0018:LC|15798199:0004:LC
G5EGA6	G5EGA6	DHRS-4	DHRS-4	F54F3.4	F54F3.4	WBGENE00010063	WBGENE00010063	29151266:0114:LC
G5EGD2	O02219	HIF-1	AHA-1	F38A6.3	C25A1.11	WBGENE00001851	WBGENE00000095	19632181:0018:LC
G5EGE2	O02482	COG-1	UNC-37	CELE_R03C1.3|R03C1.3	W02D3.9	WBGENE00000584	WBGENE00006773	20431118:0018:LC
G5EGP2	O45666	NHR-73	NHR-49	C27C7.4|CELE_C27C7.4|CELE_ZK1025.10|ZK1025.10	K10C3.6	WBGENE00003663|WBGENE00014189	WBGENE00003639	22511885:0018:LC
H2FLK2	P34331	SPAT-1	PLK-1	CELE_F57C2.6|F57C2.6	C14B9.4	WBGENE00010198	WBGENE00004042	20823068:0415:LC|20823068:0018:LC|29065307:0018:LC|20823068:0004:LC
H2KYB3	Q9XWK6	SUP-37	SUP-35	C01B7.1|CELE_C01B7.1	CELE_Y48A6C.3|Y48A6C.3	WBGENE00006342	WBGENE00012976	24214340:0018:LC
H2KYJ8	O45666	NHR-66	NHR-49	CELE_T09A12.4|T09A12.4	K10C3.6	WBGENE00003656	WBGENE00003639	22511885:0018:LC
H2KYP0	P34288	PICC-1	PAC-1	F29G9.2	C04D8.1	WBGENE00017931	WBGENE00015418	25938815:0007:LC|25938815:0018:LC|26780296:0018:LC
H2KYQ5	Q9U2D9	GYG-1	GSY-1	F56B6.4	Y46G5A.31	WBGENE00006863	WBGENE00001793	24982189:0114:LC
H2L008	Q94420	ZTF-16	MEL-26	R08E3.4	ZK858.4	WBGENE00019960	WBGENE00003209	23918937:0018:LC|23918937:0399:LC
H2L011	Q95V25	CTN-1	SLO-1	CELE_Y23H5A.5|Y23H5A.5	Y51A2D.19	WBGENE00000832	WBGENE00004830	20700105:0004:LC|20700105:0090:LC|25907097:0018:LC
H2L055	P51875	H2L055	GOA-1	CELE_F53A10.2|F53A10.2	C26C6.2	WBGENE00018734	WBGENE00001648	18629017:0018:LC
H2L067	H2L067	MEX-3	MEX-3	CELE_F53G12.5|F53G12.5	CELE_F53G12.5|F53G12.5	WBGENE00003229	WBGENE00003229	11830574:0018:LC|25445286:0018:LC
H2L067	Q09436	MEX-3	MEX-6	CELE_F53G12.5|F53G12.5	AH6.5	WBGENE00003229	WBGENE00003231	11830574:0018:LC|25445286:0018:LC
H8ESF3	H8ESF3	SWSN-1	SWSN-1	CELE_Y113G7B.23|Y113G7B.23	CELE_Y113G7B.23|Y113G7B.23	WBGENE00004203	WBGENE00004203	14992718:0096:LC|14992718:0018:LC|14992718:0004:LC
H8ESF3	Q17539	SWSN-1	Q17539	CELE_Y113G7B.23|Y113G7B.23	C01B10.8|CELE_C01B10.8	WBGENE00004203	WBGENE00015282	14992718:0018:LC
H9G2T2	Q9TZK8	KLC-1	MEG-4	CELE_M7.2|M7.2	C36C9.1|CELE_C36C9.1	WBGENE00002214	WBGENE00016485	12445390:0018:LC|12445390:0398:LC
H9G328	O01543	KIN-4	O01543	C10C6.1|CELE_C10C6.1	CELE_F28H1.1|F28H1.1	WBGENE00002192	WBGENE00017908	30773781:0018:LC
O01422	Q9GS00	CSN-2	CSN-1	B0025.2	Y59A8A.1	WBGENE00000814	WBGENE00000813	12781129:0018:LC
O01422	Q9N359	CSN-2	CSN-4	B0025.2	Y55F3AM.15	WBGENE00000814	WBGENE00000816	12781129:0018:LC
O01427	Q94361	AIR-2	GEI-17	B0207.4	W10D5.3	WBGENE00000099	WBGENE00001574	25475837:0415:LC|30180169:0415:LC
O01427	Q9XUB3	AIR-2	REC-8	B0207.4	W02A2.6	WBGENE00000099	WBGENE00004333	29483514:0415:LC|11940606:0415:LC
O01489	O01489	O01489	O01489	C13F10.7|CELE_C13F10.7	C13F10.7|CELE_C13F10.7	WBGENE00015746	WBGENE00015746	12445390:0018:LC|12445390:0398:LC
O01498	Q17796	STAM-1	HGRS-1	C34G6.7	C07G1.5|CELE_C07G1.5	WBGENE00004109	WBGENE00004101	11731503:0018:LC
O01761	Q8T3G2	UNC-89	SCPL-1	C09D1.1	B0379.4	WBGENE00006820	WBGENE00007054	19244614:0018:LC|18337465:0096:LC|18337465:0018:LC|18337465:0004:LC
O01767	Q9XTF3	EGG-4	MBK-2	T21E3.1	F49E11.1	WBGENE00020652	WBGENE00003150	19879842:0004:LC|19879842:0415:LC|19879147:0018:LC|19879842:0096:LC
O01820	Q20305	HTP-3	HTP-1	CELE_F57C9.5|F57C9.5	CELE_F41H10.10|F41H10.10	WBGENE00002034	WBGENE00002032	25446517:0114:LC|25446517:0004:LC|12445390:0018:LC|12445390:0398:LC
O01820	Q95XC8	HTP-3	HTP-2	CELE_F57C9.5|F57C9.5	CELE_Y73B6BL.2|Y73B6BL.2	WBGENE00002034	WBGENE00002033	25446517:0114:LC|25446517:0004:LC
O01829	O01829	SSP-19	SSP-19	C55C2.2	C55C2.2	WBGENE00006047	WBGENE00006047	15388931:0114:LC
O01964	Q21633	ARI-1.2	UBC-18	C27A12.7|CELE_C27A12.7	CELE_R01H2.6|R01H2.6	WBGENE00016157	WBGENE00006713	16457801:0018:LC
O01965	Q21633	ARI-1.1	UBC-18	C27A12.8|CELE_C27A12.8	CELE_R01H2.6|R01H2.6	WBGENE00016158	WBGENE00006713	16457801:0004:LC|16457801:0018:LC
O02115	Q22795	PCN-1	SET-1	W03D2.4	T26A5.7	WBGENE00003955	WBGENE00004781	12445390:0018:LC|12445390:0398:LC
O02163	O02163	O02163	O02163	CELE_T09B4.2|T09B4.2	CELE_T09B4.2|T09B4.2	WBGENE00020376	WBGENE00020376	12445390:0018:LC|12445390:0398:LC
O02173	Q9NA81	SEDL-1	TRPP-5	W05H7.3	CELE_Y57A10A.16|Y57A10A.16	WBGENE00021046	WBGENE00013259	11731503:0018:LC
O02219	O44712	AHA-1	AHR-1	C25A1.11	C41G7.5	WBGENE00000095	WBGENE00000096	19632181:0018:LC
O02219	Q9N410	AHA-1	HLH-33	C25A1.11	CELE_Y39A3CR.6|Y39A3CR.6	WBGENE00000095	WBGENE00021446	19632181:0018:LC
O02225	O02225	GLN-6	GLN-6	C28D4.3|CELE_C28D4.3	C28D4.3|CELE_C28D4.3	WBGENE00001607	WBGENE00001607	12445390:0018:LC|12445390:0398:LC
O02289	Q9U9Y8	GLA-3	LIT-1	CELE_T02E1.3|T02E1.3	W06F12.1	WBGENE00011376	WBGENE00003048	26780296:0018:LC
O02482	P90971	UNC-37	MAB-9	W02D3.9	T27A1.6	WBGENE00006773	WBGENE00003106	20933597:0018:LC
O02482	Q93616	UNC-37	LSY-22	W02D3.9	CELE_F27D4.2|F27D4.2	WBGENE00006773	WBGENE00009188	20431118:0018:LC|20431118:0004:LC|20431118:0007:LC
O16000	P27715	UNC-64	UNC-13	F56A8.7	ZK524.2	WBGENE00006798	WBGENE00006752	16271476:0018:LC|19028454:0018:LC
O16259	O16259	STI-1	STI-1	R09E12.3	R09E12.3	WBGENE00019983	WBGENE00019983	PDB_4GCN:0114:LC
O16299	O16299	FIGL-1	FIGL-1	F32D1.1	F32D1.1	WBGENE00017981	WBGENE00017981	23979136:0114:LC
O16299	P55853	FIGL-1	SMO-1	F32D1.1	K12C11.2	WBGENE00017981	WBGENE00004888	22575764:0004:LC|22575764:0018:LC
O16305	O17666	CMD-1	ASPM-1	T21H3.3	C45G3.1|CELE_C45G3.1	WBGENE00000552	WBGENE00008107	19219036:0018:LC|19219036:0004:LC
O16313	O16313	HPO-9	HPO-9	C05C8.6|CELE_C05C8.6	C05C8.6|CELE_C05C8.6	WBGENE00015463	WBGENE00015463	12445390:0398:LC|12445390:0018:LC
O16393	Q22227	O16393	MIG-5	C17E7.4|CELE_C17E7.4	T05C12.6	WBGENE00015899	WBGENE00003241	26780296:0018:LC
O16511	O18118	ABU-8	PQN-71	C03A7.14|CELE_C03A7.14	CELE_T23F1.6|T23F1.6	WBGENE00000031	WBGENE00004153	14992718:0018:LC
O16519	O44820	GAD-1	O44820	T05H4.14	CELE_F52C6.3|F52C6.3	WBGENE00001513	WBGENE00018660	12445390:0018:LC|12445390:0398:LC
O16519	O45603	GAD-1	MEMI-3	T05H4.14	CELE_H02I12.5|H02I12.5	WBGENE00001513	WBGENE00010353	12445390:0018:LC|12445390:0398:LC
O16519	Q9TZ84	GAD-1	Q9TZ84	T05H4.14	CELE_F54D10.7|F54D10.7	WBGENE00001513	WBGENE00018808	12445390:0018:LC|12445390:0398:LC
O16850	P34545	DAF-16	CBP-1	R13H8.1	R10E11.1	WBGENE00000912	WBGENE00000366	10973497:0018:LC|23028355:0415:LC
O16850	Q17941	DAF-16	AKT-1	R13H8.1	C12D8.10	WBGENE00000912	WBGENE00000102	15068796:0415:LC|15068796:0424:LC|18358814:0415:LC|15068796:0096:LC|15068796:0004:LC|18358814:0424:LC
O16850	Q2PJ68	DAF-16	SGK-1	R13H8.1	W10G6.2	WBGENE00000912	WBGENE00004789	15068796:0415:LC|15068796:0424:LC|15068796:0096:LC|18358814:0415:LC|15068796:0004:LC|18358814:0424:LC
O16850	Q9XTG7	DAF-16	AKT-2	R13H8.1	F28H6.1	WBGENE00000912	WBGENE00000103	15068796:0415:LC|15068796:0424:LC|18358814:0415:LC|15068796:0096:LC|15068796:0004:LC|18358814:0424:LC
O17072	O17286	NFYC-1	NFYB-1	F23F1.1	W10D9.4	WBGENE00017742	WBGENE00021132	11731503:0018:LC
O17087	O17087	GLD-2	GLD-2	ZC308.1	ZC308.1	WBGENE00001596	WBGENE00001596	27288313:0114:LC
O17087	O61711	GLD-2	RNP-8	ZC308.1	CELE_R119.7|R119.7	WBGENE00001596	WBGENE00020091	19460348:0018:LC|19460348:0004:LC|27288313:0114:LC
O17087	Q95ZK7	GLD-2	GLD-3	ZC308.1	T07F8.3	WBGENE00001596	WBGENE00001597	19221201:0004:LC|19221201:0018:LC|15454534:0004:LC|15454534:0006:LC|15454534:0018:LC|26124149:0114:LC|12239571:0018:LC
O17100	Q94207	FBXC-20	SUP-36	CELE_F42G2.3|F42G2.3	CELE_F38A5.7|F38A5.7	WBGENE00018352	WBGENE00018164	24214340:0018:LC
O17514	Q10665	MES-2	MES-3	R06A4.7	F54C1.3	WBGENE00003220	WBGENE00003221	11320248:0071:LC|11320248:0004:LC|16055700:0415:LC|11320248:0006:LC
O17583	P54936	LIN-10	LIN-2	C09H6.2	F17E5.1	WBGENE00002999	WBGENE00002991	26780296:0090:LC|9753323:0018:LC|9822620:0047:LC|26780296:0231:LC|26780296:0018:LC
O17607	Q9GZH2	RUVB-1	RUVB-2	C27H6.2	T22D1.10	WBGENE00007784	WBGENE00020687	12445390:0398:LC|12445390:0018:LC
O17610	Q19266	CKA-1	PKC-3	C28D4.2|CELE_C28D4.2	F09E5.1	WBGENE00000509	WBGENE00004034	11134025:0018:LC|11134024:0004:LC|11134024:0018:LC|11134025:0004:LC|11134025:0415:LC
O17670	Q94165	EYA-1	CEH-34	C49A1.4	C10G8.6	WBGENE00001377	WBGENE00000455	19427847:0018:LC
O17684	Q22495	O17684	TSP-12	C49F5.6|CELE_C49F5.6	T14G10.6	WBGENE00008210	WBGENE00006638	12445390:0018:LC|12445390:0398:LC
O17695	Q17886	HDA-1	NASP-1	C53A5.3	C09H10.6|CELE_C09H10.6	WBGENE00001834	WBGENE00007500	17011494:0018:LC
O17777	O17777	O17777	O17777	CELE_F10D11.2|F10D11.2	CELE_F10D11.2|F10D11.2	WBGENE00008648	WBGENE00008648	12445390:0018:LC|12445390:0398:LC
O17982	O17982	ARRD-13	ARRD-13	CELE_R06B9.3|R06B9.3	CELE_R06B9.3|R06B9.3	WBGENE00011054	WBGENE00011054	12445390:0398:LC|12445390:0018:LC
O17982	Q8WQC9	ARRD-13	DRP-1	CELE_R06B9.3|R06B9.3	CELE_T12E12.4|T12E12.4	WBGENE00011054	WBGENE00001093	12445390:0018:LC|12445390:0398:LC
O18065	O44820	ZIM-3	O44820	CELE_T07G12.11|T07G12.11	CELE_F52C6.3|F52C6.3	WBGENE00011601	WBGENE00018660	12445390:0018:LC|12445390:0398:LC
O18118	Q21746	PQN-71	SGT-1	CELE_T23F1.6|T23F1.6	CELE_R05F9.10|R05F9.10	WBGENE00004153	WBGENE00019893	14992718:0018:LC
O18118	Q9NES7	PQN-71	Q9NES7	CELE_T23F1.6|T23F1.6	CELE_Y39B6A.1|Y39B6A.1	WBGENE00004153	WBGENE00012664	14992718:0018:LC
O18118	Q9UAY0	PQN-71	Q9UAY0	CELE_T23F1.6|T23F1.6	CELE_W03G1.5|W03G1.5	WBGENE00004153	WBGENE00021011	14992718:0018:LC
O18141	O45666	NHR-79	NHR-49	T26H2.9	K10C3.6	WBGENE00003669	WBGENE00003639	22511885:0018:LC
O18694	Q23543	LSM-5	LSM-7	CELE_F28F8.3|F28F8.3	CELE_ZK593.7|ZK593.7	WBGENE00003079	WBGENE00003081	11731503:0018:LC
O44199	Q23255	RAD-50	MRE-11	T04H1.4	ZC302.1	WBGENE00004296	WBGENE00003405	31345995:0018:LC|29686104:0018:LC
O44326	O44326	HMP-2	HMP-2	K05C4.6	K05C4.6	WBGENE00001979	WBGENE00001979	25850673:0114:LC
O44326	P90947	HMP-2	HMP-1	K05C4.6	R13H4.4	WBGENE00001979	WBGENE00001978	26780296:0090:LC|28842483:0114:LC|11560894:0018:LC|26919528:0114:LC|25938815:0018:LC|26780296:0018:LC
O44326	Q967F4	HMP-2	HMR-1	K05C4.6	W02B9.1	WBGENE00001979	WBGENE00001980	10952315:0004:LC|12023307:0018:LC|10952315:0007:LC|25850673:0114:LC|10952315:0018:LC|17601533:0018:LC|12847081:0018:LC
O44408	P34689	KGB-1	GLH-1	T07A9.3	T21G5.3	WBGENE00002187	WBGENE00001598	12435362:0004:LC|17699606:0415:LC|12435362:0018:LC|12435362:0096:LC|17699606:0004:LC
O44490	Q21049	ELKS-1	SYD-2	CELE_F42A6.9|F42A6.9	F59F5.6	WBGENE00018330	WBGENE00006364	24322429:0004:LC|19286562:0415:LC|24322429:0018:LC
O44501	Q19752	FNTA-1	FNTB-1	CELE_R02D3.5|R02D3.5	CELE_F23B12.6|F23B12.6	WBGENE00019823	WBGENE00006465	11731503:0018:LC
O44572	Q09665	TNI-4	TNC-2	W03F8.1	ZK673.7	WBGENE00006586	WBGENE00006583	17369112:0047:LC|15743415:0047:LC
O44577	O45666	NHR-256	NHR-49	CELE_ZK697.2|ZK697.2	K10C3.6	WBGENE00022805	WBGENE00003639	22511885:0018:LC
O44714	Q94207	FBXC-53	SUP-36	C46E10.5|CELE_C46E10.5	CELE_F38A5.7|F38A5.7	WBGENE00016711	WBGENE00018164	24214340:0018:LC
O44739	O44739	BAG-1	BAG-1	F57B10.11	F57B10.11	WBGENE00000236	WBGENE00000236	15333932:0114:LC
O44750	O44750	APP-1	APP-1	W03G9.4	W03G9.4	WBGENE00000155	WBGENE00000155	25905034:0114:LC
O44820	O44820	O44820	O44820	CELE_F52C6.3|F52C6.3	CELE_F52C6.3|F52C6.3	WBGENE00018660	WBGENE00018660	12445390:0018:LC|12445390:0398:LC
O44960	Q21955	NHR-64	MDT-15	C45E1.1	R12B2.5	WBGENE00003654	WBGENE00007016	16651656:0018:LC
O45379	Q10658	ARL-3	UNC-119	F19H8.3	M142.1	WBGENE00000188	WBGENE00006843	16725058:0018:LC
O45408	Q19872	O45408	ATZ-1	CELE_F26H11.4|F26H11.4	CELE_F28D1.2|F28D1.2	WBGENE00009182	WBGENE00009212	12445390:0018:LC|12445390:0398:LC
O45408	Q9TZ84	O45408	Q9TZ84	CELE_F26H11.4|F26H11.4	CELE_F54D10.7|F54D10.7	WBGENE00009182	WBGENE00018808	12445390:0018:LC|12445390:0398:LC
O45495	Q95XX0	UEV-1	UBC-13	F39B2.2	Y54G2A.31	WBGENE00006730	WBGENE00006708	15530417:0018:LC|21179194:0004:LC|21179194:0018:LC
O45551	Q9TZQ3	IFE-1	PGL-1	F53A2.6	ZK381.4	WBGENE00002059	WBGENE00003992	11641215:0096:LC|11641215:0018:LC|11641215:0004:LC|15238518:0018:LC
