tau_space,01,02,03,10,12,13,23,21,20,32,31,30
1e-05,3.6401425107102963e-09,4.048214966645143e-08,4.764177491083588e-08,6.209824240922995e-08,3.1379985680693432e-09,3.2157784133999494e-08,2.0450062878876578e-09,3.315735125060163e-08,3.9354306599343123e-07,1.8115009492885505e-09,1.1854796611439828e-07,8.946488386792611e-08
1.1226677735108135e-05,4.5877427916017835e-09,5.100825100695843e-08,6.002527228345458e-08,7.826531689995718e-08,3.954837394554667e-09,4.0518227085629494e-08,2.5774782907785735e-09,4.178930364771449e-08,4.960295109343543e-07,2.283163310746791e-09,1.4941693434253983e-07,1.1275830026483325e-07
1.2603829296797274e-05,5.781951422696355e-09,6.426902072121184e-08,7.562431164723874e-08,9.864106029532686e-08,4.984256656515578e-09,5.1050177573672834e-08,3.248564343782083e-09,5.266817306337082e-08,6.252077193139483e-07,2.8776577704385963e-09,1.8832412811277108e-07,1.4211619265684256e-07
1.414991297434576e-05,7.287009238271658e-09,8.097400185584668e-08,9.527246561033114e-08,1.2432098261881102e-07,6.281600650181238e-09,6.43169115761589e-08,4.0944109504964e-09,6.637875911036101e-08,7.880302396665236e-07,3.6269320344535327e-09,2.373627132295494e-07,1.7911738566767194e-07
1.588565129428053e-05,9.18370662914847e-09,1.0201648666182516e-07,1.2001875038175394e-07,1.5668562853354574e-07,7.916552526893308e-09,8.102737340809248e-08,5.160483335133537e-09,8.365795458948349e-08,9.93261037039245e-07,4.571308375758965e-09,2.991710390334723e-07,2.2575162572550258e-07
1.7834308769319092e-05,1.1574042902995911e-08,1.285207242812179e-07,1.5118330013762415e-07,1.9747482006534771e-07,9.97688020386196e-09,1.0207384975831928e-07,6.5040985379076235e-09,1.0543443832667451e-07,1.2519474854234364e-06,5.761556166790443e-09,3.7707447639092853e-07,2.8452660050511065e-07
2.0022003718155845e-05,1.4586315503250607e-08,1.619017248265384e-07,1.9042683524320182e-07,2.488810510621239e-07,1.2573318329825777e-08,1.2857903920749264e-07,8.197564918108656e-09,1.32878369898924e-07,1.5780155914388068e-06,7.26172434066004e-09,4.752644921860481e-07,3.586027072786401e-07
2.2478058335487252e-05,1.8382396901326048e-08,2.0393994731449574e-07,2.398381922126622e-07,3.136672684534293e-07,1.5845240883514598e-08,1.6195548018111715e-07,1.0331928064860088e-08,1.674643485687707e-07,1.989020358596148e-06,9.15248814748895e-09,5.990240641061681e-07,4.519629238276215e-07
2.523539170434766e-05,2.3166093811394635e-08,2.5687526215281483e-07,3.020440451196509e-07,3.953151504432554e-07,1.9968321868188168e-08,2.0397985508094467e-07,1.3021983255569488e-08,2.1105040748019091e-07,2.507091952157276e-06,1.1535562881220852e-08,7.550121779581503e-07,5.696268166230693e-07
2.833096101839324e-05,2.919423907777526e-08,3.2352490894887743e-07,3.8034639894461135e-07,4.982120950060589e-07,2.5163815652017918e-08,2.5688628495577693e-07,1.641240094114328e-08,2.659777331804341e-07,3.1601287026269964e-06,1.4539084788313057e-08,9.516221071450707e-07,7.179202464000494e-07
3.180625692794119e-05,3.6790393418175696e-08,4.0743116829487487e-07,4.788947633007947e-07,6.278865521244792e-07,3.1710508572696684e-08,3.234832817479875e-07,2.0685487229134124e-08,3.351961613064483e-07,3.983301365259954e-06,1.832465000250024e-08,1.1994331710387927e-06,9.048152788547439e-07
3.5707859649004625e-05,4.636213955675422e-08,5.130470913921115e-07,6.029020642739189e-07,7.913046262311937e-07,3.9959587439764656e-08,4.073005219811682e-07,2.607107830784943e-08,4.2242228011735727e-07,5.020950254985702e-06,2.309581192841589e-08,1.511780297640054e-06,1.1403583161453433e-06
4.008806328898465e-05,5.842298198516929e-08,6.459683473635705e-07,7.589143346446458e-07,9.97243776863298e-07,5.035333070816568e-08,5.127721200495889e-07,3.2858722332361164e-08,5.323384857357998e-07,6.328977478666462e-06,2.9109211509213054e-08,1.9054718337274463e-06,1.4372097306465363e-06
4.5005576757004976e-05,7.361966601255141e-08,8.132243296464775e-07,9.551477844483929e-07,1.256763145391688e-06,6.344883513839413e-08,6.454664029981519e-07,4.14134306721996e-08,6.708437662675215e-07,7.97786433529677e-06,3.668825594166683e-08,2.40169443561491e-06,1.8113236095831707e-06
5.0526310653356795e-05,9.276680441185949e-08,1.0236414479272897e-06,1.2019099395977364e-06,1.583796399130579e-06,7.994772209696029e-08,8.123728718496739e-07,5.219515204165837e-08,8.453692103460857e-07,1.0056476823585891e-05,4.6240520273888854e-08,3.0271538985542592e-06,2.282804232961345e-06
5.672426068491978e-05,1.16890346871975e-07,1.2882977036234256e-06,1.512124253613643e-06,1.9958977970141516e-06,1.007334738472231e-07,1.0222603275606472e-06,6.578358148251885e-08,1.0652755495881004e-06,1.2676866302931736e-05,5.8279746954983255e-08,3.815513187311786e-06,2.876985064739709e-06
6.368249944718586e-05,1.4728224112578557e-07,1.6210896119834994e-06,1.9019834696868546e-06,2.5151821061548382e-06,1.2691853377153883e-07,1.2861237013718775e-06,8.290925602896602e-08,1.3423532300033096e-06,1.59803252724556e-05,7.345336446223091e-08,4.809205418594695e-06,3.6257879887872453e-06
7.149428986597576e-05,1.8556930244056597e-07,2.0394393271790796e-06,2.39176213021385e-06,3.1695075190095306e-06,1.5990344263451295e-07,1.6177407140341673e-06,1.0449281001006403e-07,1.6914519936632927e-06,2.014502788521422e-05,9.257732887675165e-08,6.061719411611796e-06,4.569435535521026e-06
8.026433522257174e-05,2.3379966125518205e-07,2.5651745014741993e-06,3.006824188410507e-06,3.99396519790515e-06,2.0145114271442727e-07,2.0343633417652594e-06,1.3169444717031876e-07,2.1312729392495465e-06,2.539567067129495e-05,1.166800078421166e-07,7.64048120689587e-06,5.758607474884367e-06
9.011018251665018e-05,2.945516402255528e-07,3.2256222984198347e-06,3.7788716094097575e-06,5.032753757950721e-06,2.5378061022008635e-07,2.55757722643103e-06,1.6597622411206936e-07,2.6853651262161692e-06,3.201563861116846e-05,1.4705743274802252e-07,9.630486916570373e-06,7.257157000800502e-06
0.0001011637979766207,3.7107040320678523e-07,4.054966456489947e-06,4.747486618522592e-06,6.341538538349814e-06,3.19684083874974e-07,3.2143657137774218e-06,2.0918057625252918e-07,3.3833789043317644e-06,4.036236026866642e-05,1.8534289744510027e-07,1.2138883236303798e-05,9.14553155367789e-06
0.00011357333583431052,4.674399217259745e-07,5.09592764477474e-06,5.962032336441686e-06,7.990419799142125e-06,4.026746215617499e-07,4.038425727401243e-06,2.6362919298051154e-07,4.2626419826030134e-06,5.088669077592061e-05,2.3359487200704343e-07,1.5300742603433216e-05,1.1525080126515685e-05
0.00012750512407130128,5.887984953434654e-07,6.401838996905187e-06,7.483988615583189e-06,1.0067666757115333e-05,5.071713310035039e-07,5.071790784373713e-06,3.322476613016267e-07,5.370140647614352e-06,6.415738322354414e-05,2.944074610416309e-07,1.9286345216769787e-05,1.4523476744946795e-05
0.00014314589375234786,7.416099847607058e-07,8.039203708383568e-06,9.389811175557263e-06,1.2684413484094612e-05,6.387313936253975e-07,6.366827005323117e-06,4.187224102877832e-07,6.765009458549896e-06,8.089198955354292e-05,3.7104980069762025e-07,2.431036142294948e-05,1.8301548049734236e-05
0.00016070528182616383,9.340034308275389e-07,1.0090836044162128e-05,1.1774419890448599e-05,1.598056317616892e-05,8.043416084818855e-07,7.988680514439567e-06,5.27698407658257e-07,8.521658675845553e-06,0.00010199588781413439,4.676417480201161e-07,3.0643430625950586e-05,2.30618674983716e-05
0.00018041864093920718,1.176199612453534e-06,1.2659706838428202e-05,1.475543301127893e-05,2.0132208979448394e-05,1.0127832501052187e-06,1.0018267382454671e-05,6.650282474928957e-07,1.0733701518547034e-05,0.00012861158245966242,5.893749971498477e-07,3.8626763200320175e-05,2.90595710836604e-05
0.00020255019392306664,1.4810451766370404e-06,1.5873631663114926e-05,1.8478281807992816e-05,2.536095819137658e-05,1.2750893306034954e-06,1.2555911742676723e-05,8.380858549059987e-07,1.351888270822074e-05,0.00016218099576073013,7.427919500974194e-07,4.869055537310776e-05,3.661596680319698e-05
0.00022739657523579274,1.8646819667035696e-06,1.9890961465073773e-05,2.312234905021906e-05,3.194564279909566e-05,1.6051165265432993e-06,1.572575251725105e-05,1.0561614186456568e-06,1.702526135564474e-05,0.00020452419007616207,9.361368728486942e-07,6.137721360957671e-05,4.613565509885659e-05
0.00025529080682395165,2.3473844482891365e-06,2.4907452827386666e-05,2.890828536970859e-05,4.023702087423714e-05,2.0202605941718274e-06,1.9681052370587322e-05,1.330958967788523e-06,2.1438961541853386e-05,0.00025793887931555584,1.1797983580447484e-06,7.737064663743297e-05,5.812806124224225e-05
0.000286606761694825,2.9546069447066375e-06,3.1164512235353785e-05,3.610665361722522e-05,5.0676222857562395e-05,2.5423497614566085e-06,2.4610556538716452e-05,1.6772225222159265e-06,2.699388273205999e-05,0.0003253262475186191,1.4868667441364136e-06,9.753321103456007e-05,7.323450875116657e-05
