tau_space,01,02,10,12,21,20
1e-05,7.990512771418952e-08,1.0322696713009485e-05,8.15797954561846e-06,2.6888546570158786e-08,1.3509745357237421e-07,0.0007936695713555921
1.1226677735108135e-05,1.0062888003579143e-07,1.2848400552834099e-05,1.0273157918313656e-05,3.38868903987207e-08,1.7026268207329337e-07,0.0009983796739302243
1.2603829296797274e-05,1.267147807896922e-07,1.5968185620056394e-05,1.293535785649209e-05,4.2706192066025e-08,2.1457943153983086e-07,0.0012555554131323382
1.414991297434576e-05,1.5954504034113342e-07,1.9812447390530248e-05,1.628546955766968e-05,5.382020181821196e-08,2.7042855065218276e-07,0.0015784938442696796
1.588565129428053e-05,2.0085598043868145e-07,2.453660353270316e-05,2.0500430456327294e-05,6.782556340803381e-08,3.408099919557719e-07,0.001983793866633197
1.7834308769319092e-05,2.528279667765564e-07,3.0324523342642852e-05,2.5802348312796362e-05,8.54741763074518e-08,4.2950367109445037e-07,0.0024921441533644023
2.0022003718155845e-05,3.1819755603597254e-07,3.739189232415253e-05,3.246989142252318e-05,1.0771321861479182e-07,5.41271960920734e-07,0.0031292836184486582
2.2478058335487252e-05,4.0039776796133603e-07,4.598925809780884e-05,4.08524925723385e-05,1.357359010750909e-07,6.821150121589553e-07,0.0039271643443203035
2.523539170434766e-05,5.037328305618159e-07,5.640441280787411e-05,5.1388036263866764e-05,1.710452703797015e-07,8.595917503233158e-07,0.004925347753574581
2.833096101839324e-05,6.335956808927513e-07,6.896367212054323e-05,6.462484977347489e-05,2.1553445455781395e-07,1.083224741121603e-06,0.00617266273432291
3.180625692794119e-05,7.967386071078883e-07,8.40315272226959e-05,8.124899427678668e-05,2.7158800214412373e-07,1.3650090816428646e-06,0.007729147269445778
3.5707859649004625e-05,1.0016088912743961e-06,0.00010200810217749547,0.00010211806495368884,3.422087979338428e-07,1.720053826166061e-06,0.009668279642308838
4.008806328898465e-05,1.2587647129316558e-06,0.00012332388589197309,0.00012830295182920576,4.311781853155062e-07,2.1673884316195413e-06,0.01207947673804582
4.5005576757004976e-05,1.5813891448499506e-06,0.00014843138953624078,0.00016113929584507194,5.432573857346586e-07,2.730978298550774e-06,0.015070788558348555
5.0526310653356795e-05,1.985923749271528e-06,0.00017779378775994631,0.00020229069172361338,6.844405318950272e-07,3.4410018503565826e-06,0.018771640506350183
5.672426068491978e-05,2.492847673615941e-06,0.00021187133450770182,0.0002538260344542052,8.622727631310774e-07,4.335457283364793e-06,0.023335356098734973
