tau_space,01,02,10,12,21,20
1e-05,3.6062527648222276e-09,2.4882711148243225e-08,7.38509836778599e-08,2.3333493036383765e-09,9.92129027414024e-09,1.6872295923112247e-07
1.1226677735108135e-05,4.544987211851718e-09,3.135787866638771e-08,9.307372346046248e-08,2.940877690514233e-09,1.2504502571754082e-08,2.1265439418477904e-07
1.2603829296797274e-05,5.728042547187428e-09,3.951740109738004e-08,1.1729898889057186e-07,3.706532638045723e-09,1.5760282399372095e-08,2.680243360860256e-07
1.414991297434576e-05,7.218976436956607e-09,4.979920457772088e-08,1.4782808480191026e-07,4.67148846037615e-09,1.9863735732802825e-08,3.3781099891618826e-07
1.588565129428053e-05,9.09789610382962e-09,6.275495122688838e-08,1.8630081433267043e-07,5.8877119932163575e-09,2.503555658881474e-08,4.257679541271031e-07
1.7834308769319092e-05,1.1465741561040133e-08,7.907962263105463e-08,2.3478326219478954e-07,7.420480337139662e-09,3.155388651718136e-08,5.366260490477497e-07
2.0022003718155845e-05,1.4449697225262873e-08,9.964841092321411e-08,2.9587843721014784e-07,9.35229564136569e-09,3.9769267539526496e-08,6.763477680415989e-07
2.2478058335487252e-05,1.8209962189745167e-08,1.2556378062509917e-07,3.728658688946616e-07,1.1786968760569897e-08,5.012349451985828e-08,8.52447914706857e-07
2.523539170434766e-05,2.2948431833047616e-08,1.5821405223507432e-07,4.698769590675418e-07,1.4855330233577732e-08,6.317336485284824e-08,1.0743977096753556e-06
2.833096101839324e-05,2.891944428433314e-08,1.9934750678235094e-07,5.921162669236884e-07,1.872233830254864e-08,7.962062272175447e-08,1.3541339581379455e-06
3.180625692794119e-05,3.644338237800312e-08,2.511653657798696e-07,7.461395354427885e-07,2.359582960613929e-08,1.0034960243111672e-07,1.7067010206526696e-06
3.5707859649004625e-05,4.5923852646059545e-08,3.16438912343809e-07,9.40204072213874e-07,2.973768015130631e-08,1.2647487362820054e-07,2.1510595690939463e-06
4.008806328898465e-05,5.786930106542925e-08,3.9865660262734654e-07,1.1847095694414788e-06,3.747789853492821e-08,1.5940106841047055e-07,2.7111059579696525e-06
4.5005576757004976e-05,7.291996365769727e-08,5.022086593901224e-07,1.4927525908503206e-06,4.723228085106446e-08,2.0089828313168014e-07,3.4169568338535285e-06
5.0526310653356795e-05,9.188230123429747e-08,6.326200400135163e-07,1.8808243857325106e-06,5.952476333874753e-08,2.5319729976034e-07,4.306568013619843e-06
5.672426068491978e-05,1.1577190082115577e-07,7.968410746543902e-07,2.369688291782124e-06,7.501560882522671e-08,3.1910936291141086e-07,5.427774416864789e-06
6.368249944718586e-05,1.4586739988629677e-07,1.003614680640032e-06,2.9854832282072687e-06,9.453644020280748e-08,4.0217705254290266e-07,6.840860981177598e-06
7.149428986597576e-05,1.8377876477463425e-07,1.2639346378041683e-06,3.761110388906222e-06,1.1913523741420767e-07,5.068646345602518e-07,8.62180193079106e-06
8.026433522257174e-05,2.315326099663195e-07,1.5916222514904233e-06,4.737976058151731e-06,1.501321269595009e-07,6.38797637907847e-07,1.0866342767689231e-05
9.011018251665018e-05,2.916797548421828e-07,2.00404736361269e-06,5.968180542753465e-06,1.8919023180655195e-07,8.050647074268794e-07,1.369514379087992e-05
0.0001011637979766207,3.6743028372421494e-07,2.5230318924280725e-06,7.5172667801316435e-06,2.3840434508170454e-07,1.0145979366138447e-06,1.726026052967898e-05
0.00011357333583431052,4.628230636894908e-07,3.1759802916011257e-06,9.467669216775072e-06,3.004131845757947e-07,1.2786519450432243e-06,2.1753309184376245e-05
0.00012750512407130128,5.829388546527888e-07,3.997291850671399e-06,1.1923040427276843e-05,3.7854011003099296e-07,1.611407215632695e-06,2.7415753680128294e-05
0.00014314589375234786,7.341672976206548e-07,5.030124450992994e-06,1.501367384212766e-05,4.769703323534229e-07,2.03073006164024e-06,3.455186566613972e-05
0.00016070528182616383,9.245422274365333e-07,6.328594313446742e-06,1.8903297356029162e-05,6.009741637534759e-07,2.559129584045963e-06,4.354505037685586e-05
0.00018041864093920718,1.1641615064752472e-06,7.960514727441876e-06,2.3797576330381445e-05,7.571874083771797e-07,3.224962818549341e-06,5.4878411428705685e-05
0.00020255019392306664,1.4657132406679725e-06,1.001080213541341e-05,2.9954748049699696e-05,9.539639538323326e-07,4.063951982947105e-06,6.916065250341676e-05
0.00022739657523579274,1.8451342384585854e-06,1.2585704383322119e-05,3.76989073310165e-05,1.2018198765425824e-06,5.121094584577739e-06,8.715869808220041e-05
0.00025529080682395165,2.3224330672277076e-06,1.58180379721306e-05,4.743658778249247e-05,1.5139897248468369e-06,6.453067711647515e-06,0.00010983877099564133
0.000286606761694825,2.9227191117806547e-06,1.9873662703351475e-05,5.967742785489897e-05,1.9071277872677482e-06,8.131254007574491e-06,0.0001384181124821934
0.0003217641750250735,3.677485640894476e-06,2.495946452191378e-05,7.505989244487713e-05,2.4021863397113414e-06,1.0245548990119169e-05,0.0001744300910528444
0.00036123426997094305,4.626209979026907e-06,3.1333168497415944e-05,9.438323467888766e-05,3.025519921535446e-06,1.2909151111735937e-05,0.00021980615131249242
0.0004055460735840828,5.8183444502083955e-06,3.931536333582946e-05,0.00011864713732085345,3.8102697259125704e-06,1.62645863047752e-05,0.0002769789343158733
0.00045529350748669476,7.315791051039961e-06,4.930417760453393e-05,0.00014910077684942,4.798099338198679e-06,2.049128354866571e-05,0.00034901200517360915
0.0005111433483440165,9.195971140122149e-06,6.179311527230334e-05,0.00018730340275657827,6.041370971914257e-06,2.5815097911536937e-05,0.0004397630009678482
0.0005738441648302393,1.1555626355363023e-05,7.739261962028734e-05,0.00023519892973041645,7.605868976146597e-06,3.2520277936781195e-05,0.0005540887306577158
0.0006442363508721371,1.4515514174520332e-05,9.685599099896073e-05,0.00029520749420795393,9.574208844620029e-06,4.0964499441370215e-05,0.0006981028969249526
0.0007232633896483533,1.822619477161773e-05,0.00012111032442020654,0.00037033742614160637,1.2050098542280277e-05,5.1597743685579604e-05,0.0008794997619459825
0.0008119844993184008,2.2875142666898752e-05,0.00015129313741812995,0.0004643216140290642,1.5163659924624023e-05,6.498599244620492e-05,0.0011079603590206726
0.0009115888299750819,2.8695459400529007e-05,0.00018879531968693433,0.0005817827726843297,1.907806791930459e-05,8.18409538372171e-05,0.0013956618869631393
0.0010234114021054539,3.597651023809428e-05,0.00023531091397813875,0.00072843260462343,2.3997822802013037e-05,0.00010305733319300053,0.0017579158613091432
0.0011489510001873099,4.507685883882366e-05,0.0002928940043644904,0.0009113102172898657,3.017904228585968e-05,0.0001297595336448002,0.002213966590096894
0.0012898902612533095,5.643992657494805e-05,0.00036402259719047543,0.0011390652976960595,3.7942248141688096e-05,0.00016336013149940255,0.002787988745848659
0.0014481182276745346,7.061285735278266e-05,0.00045166877376744813,0.0014222913121677981,4.7688224035352723e-05,0.0002056330364093272,0.0035103313429096198
0.0016257556664437951,8.826911704542124e-05,0.0005593735070807189,0.0017739131663191603,5.9917643700930885e-05,0.00025880494283290865,0.0044190653596020485
0.0018251834943190442,0.00011023540058463324,0.0006913233002988528,0.0022096320439602473,7.525531444443854e-05,0.00032566953193026606,0.005561903473788589
0.0020490746898158482,0.0001375234449293135,0.0008524241477628127,0.0027484271647812875,9.448004915480206e-05,0.0004097299244811169,0.006998572554656176
0.002300430119772919,0.0001713673555386396,0.0010483661980027668,0.0034131094834644942,0.00011856137417209533,0.0005153761510522293,0.008803731840233137
0.0025826187606826775,0.00021326702972949572,0.001285669891476079,0.004230915339747864,0.00014870450395096106,0.0006481059382342038,0.011070540515221904
0.002899422853882878,0.0002650382058591977,0.0015717013337697826,0.005234118137634518,0.0001864052591673876,0.0008147989525250866,0.013914984775186157
